config_id,theta_1,theta_2,theta_3,theta_4,h_1,h_2,h_3,h_4,curved_1,curved_2,curved_3,curved_4,curvature_c,offset_1,offset_2,offset_3,offset_4,generation_seed,batch_index,legal
cf0raw_b20300315_c036,231.5042807787421,108.57832344563245,188.11021566564807,41.15043985044315,1.9064665016167768,1.8125745393404376,2.4509984729059493,2.544211308113649,False,False,True,False,0.35,0.0,0.0,-0.7457662510013179,0.0,20300315,36,True
cf0raw_b20300315_c037,239.73997001972776,289.0083726985859,9.362860012250195,155.26234542868266,1.602388950466409,1.8654236463606677,2.288814780199055,2.031162867871115,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,37,True
cf0raw_b20300315_c038,193.7888949656255,60.88867315007485,347.39934354176324,116.95946094882211,1.7411577593563101,1.572769956615235,1.6626639060390307,2.0146851825757213,False,False,True,True,0.35,0.0,0.0,-0.7739441759112293,0.2180512359494,20300315,38,True
cf0raw_b20300315_c039,211.05370025708078,331.652602716088,126.49958144540085,79.21474561845658,1.7603368262795067,1.6707941056565156,2.441887243816481,1.9903308339465147,False,True,False,False,0.35,0.0,0.31934441112702294,0.0,0.0,20300315,39,True
cf0raw_b20300315_c040,208.03629625134252,284.8967077751685,124.02966134699,337.8646760323261,1.6856156454319338,1.986793431111625,1.8010985762602034,2.1272890035364354,False,False,True,False,0.35,0.0,0.0,0.49719216439685,0.0,20300315,40,True
cf0raw_b20300315_c041,195.24745826533064,52.18247816313558,359.24807380955116,308.0510179370415,1.6677380680354426,2.2126955702774227,1.8762580123787376,1.5850098478124341,False,True,True,False,0.35,0.0,-0.5298391505231734,0.1430062819480844,0.0,20300315,41,True
cf0raw_b20300315_c042,194.9258101966484,37.473969234619574,248.1275338102557,302.4977555867451,1.7297981399755298,2.575995885540995,2.238531959013402,2.109435365939292,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,42,True
cf0raw_b20300315_c043,138.28606722413156,63.14762250623818,19.218911928010467,249.95959643432258,1.9757878914870486,2.1601469817301844,1.8189301023495252,1.5916398770849947,False,True,False,False,0.35,0.0,-0.883466693798608,0.0,0.0,20300315,43,True
cf0raw_b20300315_c044,121.82549995669737,233.14211582773467,183.25888759877668,317.62043971386237,1.7588580303956822,1.624830420439294,2.4923251665268613,1.5681947098867892,False,False,False,True,0.35,0.0,0.0,0.0,0.19764517651255686,20300315,44,True
cf0raw_b20300315_c045,201.2228430053931,43.03477771383364,259.32910655253215,339.46331127225966,1.8397230662612443,2.308218481491466,1.8752914010507042,2.351271327365257,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,45,True
cf0raw_b20300315_c046,186.8094268955952,331.07560338306894,142.28718705085714,57.65059709867628,1.5625512582155936,1.663421654789464,1.693588921690669,2.074828925951404,False,False,True,True,0.35,0.0,0.0,0.13365621733538458,0.3906262369502702,20300315,46,True
cf0raw_b20300315_c047,228.0743602272824,80.29711878557848,152.72424834095048,6.424629890577416,1.7871954667023997,1.795415193942142,2.1716072334563754,2.528713978920157,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,47,True
cf0raw_b20300315_c048,125.72107035535625,339.8916026995607,57.331864624948565,222.15752150273556,1.645867717142651,2.1361369614169825,2.2914802228284112,1.8051303462060189,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,48,True
cf0raw_b20300315_c049,145.59925700540586,224.93481929827692,321.23203655146824,90.17067927014789,1.7746674626260373,2.5020750649383614,2.2635728708085407,2.4213048571354623,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,49,True
cf0raw_b20300315_c050,239.33053088035842,166.8429389751585,0.7709425135193593,298.91521600056734,1.8359189848866553,1.662862777191384,1.9067619221286756,2.010220691966703,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,50,True
cf0raw_b20300315_c051,167.1828865561249,303.490037823851,245.7118935192045,114.10191126726123,1.9249835486827807,1.8502964886285698,2.3289739477674836,2.1109238411887277,False,False,True,False,0.35,0.0,0.0,0.4057883316568456,0.0,20300315,51,True
cf0raw_b20300315_c052,200.92282840647505,63.613053562267574,269.70248547515706,350.0597820239317,1.812481573374562,1.5903150479690495,1.5080027649971777,2.4915705179658336,False,False,True,False,0.35,0.0,0.0,0.6298611840269752,0.0,20300315,52,True
cf0raw_b20300315_c053,120.48938417288029,219.39113123039175,309.77893512745544,17.366793977214073,1.9822171034429354,1.7827446582358855,1.7098595848543576,2.30539076109787,False,False,True,False,0.35,0.0,0.0,-0.25496624776084587,0.0,20300315,53,True
cf0raw_b20300315_c054,125.38647856814127,282.2941015068798,169.75583809395874,236.26236731455148,1.6295377753661249,1.771582184055285,1.7135746876117615,2.4677273113890568,False,True,True,True,0.35,0.0,-0.5179357357431862,0.1810672316807569,-0.278155968625049,20300315,54,True
cf0raw_b20300315_c055,227.18635870290476,297.56985513654644,176.9680289303397,107.87265600530182,1.7490865751560463,1.5420505151875572,2.32202438108681,1.7444440899313476,False,True,True,False,0.35,0.0,0.18209052818977578,0.1198691770551068,0.0,20300315,55,True
cf0raw_b20300315_c056,125.53253683402806,65.70451174054456,256.07919219798725,347.46488006554443,1.5242054195859693,2.537022986522812,2.33591399150562,2.4612493794990593,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,56,True
cf0raw_b20300315_c057,212.4308022551349,137.254318991107,78.6267231312673,257.3310548906636,1.5266894758152105,2.568445854492312,2.352863965937518,2.2462691106926753,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,57,True
cf0raw_b20300315_c058,227.06039666407682,153.87117997070962,85.89545989075025,14.382780453448643,1.855571997422722,2.4884286025498437,1.9251646130456688,1.7204079324370505,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,58,True
cf0raw_b20300315_c059,147.79680476272245,270.0513536581345,87.83537846289575,349.92732672678244,1.8915735077935172,2.2730563231343863,1.7478054292023093,2.426909277236339,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,59,True
cf0raw_b20300315_c060,178.45553923304783,67.00283660619158,136.704656353027,233.0718859411424,1.6838746740305732,2.5793393063698873,1.7892530948998533,2.4040848570023856,False,False,True,False,0.35,0.0,0.0,0.7638330104843798,0.0,20300315,60,True
cf0raw_b20300315_c061,202.66991879393817,75.98270367357102,125.61642053425633,24.632840545252538,1.538946029154152,1.8598155276023944,2.479372669357401,1.9739705838236443,False,False,True,True,0.35,0.0,0.0,-0.603824114149444,-0.6747451261371267,20300315,61,True
cf0raw_b20300315_c062,188.61242901389394,83.95717893193456,254.50082446973653,300.4968571374645,1.9348703389949282,2.0200535525300825,1.6274464543801723,2.2928904436985005,False,True,True,False,0.35,0.0,0.14539337825657084,-0.6211101665246566,0.0,20300315,62,True
cf0raw_b20300315_c063,130.6280346404416,60.123172817832796,206.38775406086964,309.94254490672955,1.5005478300864592,1.5984001992856793,2.208077426816124,1.8093813433310593,False,False,False,True,0.35,0.0,0.0,0.0,0.8465059329339244,20300315,63,True
cf0raw_b20300315_c064,157.17105449156017,330.64490389247106,257.8987524900558,88.88196191795687,1.5432192571118213,2.546792110175369,2.394199504273863,1.7938503336795222,False,True,False,True,0.35,0.0,-0.7511950241463634,0.0,-0.8988178028798883,20300315,64,True
cf0raw_b20300315_c065,189.42455733780812,242.4482906729527,116.89786527323817,49.66201379070043,1.789940476833405,1.6663676104320326,2.159455803804856,1.6295255846940695,False,False,False,True,0.35,0.0,0.0,0.0,-0.2672162517757839,20300315,65,True
cf0raw_b20300315_c066,194.59927596555002,246.56801394122266,148.7264495958774,5.373345800853939,1.5422053422893294,1.9299547615317687,1.8534296104848793,2.215711607301129,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,66,True
cf0raw_b20300315_c067,130.285962085564,249.71498739614873,209.31961123694492,47.193014514952495,1.7869799410988811,2.5557160911814885,2.12660859848104,1.8243060213933233,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,67,True
cf0raw_b20300315_c068,238.85361395842412,75.97968734880742,19.154222277926685,190.72628211346748,1.8602734321963,2.432842156116271,2.168279193285803,2.464901782944573,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,68,True
cf0raw_b20300315_c069,200.96715590820676,76.42271647997993,129.7611602998888,356.17232092854874,1.7234015924675026,2.0608280219903037,2.43495301309753,1.9234640343668907,False,False,False,True,0.35,0.0,0.0,0.0,-0.6536295186829639,20300315,69,True
cf0raw_b20300315_c070,227.57419356551304,15.831352554733922,278.1423481261207,183.21302375748448,1.7535600390519486,2.0591621353188176,2.465114708022455,2.5299658289299014,False,False,True,True,0.35,0.0,0.0,0.545796950015208,0.167340274484173,20300315,70,True
cf0raw_b20300315_c071,147.2117258353359,23.137400260316348,237.0439423333869,302.3456043772676,1.5721191822537657,2.179300007010468,2.205248753569998,2.22345706223847,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,71,True
cf0raw_b20300315_c072,187.33372094670278,281.6932402628637,239.62389727968443,1.4673851876286514,1.5438666906063183,2.3025438173613586,2.207722918989167,2.3882761465782885,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,72,True
cf0raw_b20300315_c073,217.70648613763169,158.95664847580863,67.99461190109714,357.1826904779976,1.5830249759942276,2.00366208528674,1.9824498060553886,1.5797152183349341,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,73,True
cf0raw_b20300315_c074,184.74207695277804,105.22847210326296,268.1784489345707,17.69367147136975,1.8577916856891177,1.9658184201616216,2.267607248480438,1.9606370867802145,False,False,True,True,0.35,0.0,0.0,0.8059086044058137,0.5532626830142284,20300315,74,True
cf0raw_b20300315_c075,183.29331088524398,256.8857937387274,20.39081348332583,130.501196081768,1.8112235740448492,2.579466159455927,2.3918994219753804,1.9817820314623926,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,75,True
cf0raw_b20300315_c076,167.0745811193824,338.0741610171956,26.069718046060572,78.10872717909457,1.85271843552795,1.624067152775661,2.070317885610623,2.0700626477786743,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,76,True
cf0raw_b20300315_c077,196.18534588868636,43.506094821486585,143.17677594902727,84.0658353102076,1.9329921098298009,2.107418220747698,2.047872673509985,1.5544034339071982,False,True,False,True,0.35,0.0,0.5206780617891895,0.0,0.005684039433811128,20300315,77,True
cf0raw_b20300315_c078,124.2062677855846,33.510013355823276,244.5801498869421,311.89203676877025,1.7710047459835783,2.3030558711722664,1.9130614850299685,2.1751562435458744,False,True,False,False,0.35,0.0,-0.10378629252395344,0.0,0.0,20300315,78,True
cf0raw_b20300315_c079,127.31804018980672,306.59816208963184,205.21770328055916,58.08817573511075,1.7725190664895263,2.1252829035474887,1.8465921786843515,1.8664547905442328,False,False,True,False,0.35,0.0,0.0,0.7144079613238035,0.0,20300315,79,True
cf0raw_b20300315_c080,156.71408502435855,19.33316129449068,225.01577383306875,265.1499117359287,1.5468333110785857,1.8232371913108256,1.7962321837592037,2.255427308587004,False,False,True,False,0.35,0.0,0.0,-0.24285327590192773,0.0,20300315,80,True
cf0raw_b20300315_c081,164.26644148223778,230.24285038493323,85.73653151464534,303.89613197402565,1.9590530621315352,2.487917714992493,1.774079534256897,2.4745336153213033,False,False,False,True,0.35,0.0,0.0,0.0,0.5727634585432815,20300315,81,True
cf0raw_b20300315_c082,188.32228342643685,136.18061266904283,256.9262179849322,331.98288773158555,1.6546482924095587,1.848217839329731,1.7593861485353601,2.5439815824256997,False,False,True,True,0.35,0.0,0.0,-0.034538838965716634,-0.8588323996457139,20300315,82,True
cf0raw_b20300315_c083,176.98394773630508,272.0791171641935,133.724304853549,318.65617029033416,1.7077137054275204,1.8513530332541959,1.9147812753583162,1.9266529564095034,False,False,False,True,0.35,0.0,0.0,0.0,-0.26068594907317544,20300315,83,True
cf0raw_b20300315_c084,197.0093701528658,144.85292107116754,276.7183590383955,4.964049766676006,1.8408011052319013,2.570969020133882,2.2116789656966382,2.276582258097598,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,84,True
cf0raw_b20300315_c085,228.7222870331591,310.33143049854255,28.82774790406712,157.16384268369492,1.8872573496953484,2.2265754138536407,2.4535471710865817,1.6100527584489361,False,False,False,True,0.35,0.0,0.0,0.0,-0.4767294241461415,20300315,85,True
cf0raw_b20300315_c086,133.26202970946622,205.13331322074174,350.4202338695921,302.09540731216356,1.7880946092212187,1.5502195138946404,2.3914739745420484,2.2821457231743905,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,86,True
cf0raw_b20300315_c087,204.58343150372264,328.8142528060564,277.90482915039587,118.42842750359871,1.6504934436664196,2.180488691751303,2.5454450767038628,2.3223544360017487,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,87,True
cf0raw_b20300315_c088,150.17663875360896,302.7457014497616,17.128570841951685,254.58235370997937,1.6950493808917435,2.5245754789665305,1.8592194890565321,2.0019724872332927,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,88,True
cf0raw_b20300315_c089,125.66017037321288,278.71508365295233,350.52025158203406,35.843734303250045,1.6133494472896184,1.755928365073717,2.4523787447954724,1.9328116232409123,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,89,True
cf0raw_b20300315_c090,220.01516502767043,336.8275419142276,54.16951036573351,291.7976012279488,1.858395797350866,2.1274592362123435,1.8405217165146022,2.2417952936977605,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,90,True
cf0raw_b20300315_c091,215.63808511792047,106.59965018925587,51.554348231443974,174.3320103144051,1.9652085137842406,2.389464600528899,2.136265223039103,2.2543482396624506,False,False,False,True,0.35,0.0,0.0,0.0,0.510798465913407,20300315,91,True
cf0raw_b20300315_c092,220.10256171567622,334.5079277621709,119.64180795037878,57.937786043032204,1.6614200985431795,2.59626204828459,1.883289424026721,1.8237335798786762,False,True,True,False,0.35,0.0,0.5511916568348001,0.0572141044299983,0.0,20300315,92,True
cf0raw_b20300315_c093,197.4708863035107,109.16316947798364,9.738124322280637,279.834372804514,1.704782505058983,1.7716058559871937,1.8197343002984487,1.687529778439405,False,True,True,False,0.35,0.0,0.6961483971136777,-0.9036778238696106,0.0,20300315,93,True
cf0raw_b20300315_c094,209.7710143387863,351.67365769759675,289.7670941766885,91.70053192375615,1.5982984297105465,2.286901331015551,2.268232520857115,1.7418748609985575,False,False,True,False,0.35,0.0,0.0,0.7037175132715217,0.0,20300315,94,True
cf0raw_b20300315_c095,166.7576248772878,258.93004215518494,63.322319831109965,115.13231080862589,1.7283296297252546,1.6106711624213164,2.0394858596692624,2.3569198501077517,False,False,False,True,0.35,0.0,0.0,0.0,0.3083946011922494,20300315,95,True
cf0raw_b20300315_c096,223.76916597486445,326.22951178592206,162.3249020300368,66.36000141654145,1.5192928402653174,2.2427148653271467,1.9573862642431588,2.0090379610720808,False,False,True,True,0.35,0.0,0.0,-0.6522884919364131,0.392118969807423,20300315,96,True
cf0raw_b20300315_c097,164.0932460662583,34.32611120196597,277.88793013544307,230.45867291027486,1.8481855136174188,2.217965127940444,2.024417389354768,1.9334764922781404,False,False,False,True,0.35,0.0,0.0,0.0,-0.7019833016495136,20300315,97,True
cf0raw_b20300315_c098,164.60520549147367,272.9502475098337,35.649589640759146,208.60052042188863,1.6165548683040292,1.6313796925837956,1.6292044945862305,2.529509908862103,False,False,False,True,0.35,0.0,0.0,0.0,-0.17455763192887797,20300315,98,True
cf0raw_b20300315_c099,218.163252628667,258.8533240388835,356.4195224114012,149.16735332409448,1.8943350691728236,2.405400871211015,1.6365839488028506,1.8894260168113681,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,99,True
cf0raw_b20300315_c100,195.87904650807417,321.49306373178115,79.04170434604923,255.93005336337959,1.5198941224134586,2.3109340324319634,2.4967713966175653,1.803934517300307,False,False,True,True,0.35,0.0,0.0,-0.7907340767860234,-0.23205040608709093,20300315,100,True
cf0raw_b20300315_c101,196.70530462302906,340.7546020939085,115.2383478851725,272.72762769026235,1.8425531430718678,2.5029692062738502,2.1407704466099142,2.1756501158791988,False,True,False,False,0.35,0.0,-0.07058204281623293,0.0,0.0,20300315,101,True
cf0raw_b20300315_c102,139.21637342231742,71.34127486849947,351.44566612044196,230.36469903787628,1.7490004290801544,1.7108796079162198,2.027710239471161,1.855745291773201,False,False,False,True,0.35,0.0,0.0,0.0,0.6164379689945276,20300315,102,True
cf0raw_b20300315_c103,231.14508853670532,186.20549941482085,93.5483411308527,314.1754838173246,1.5587818811040022,2.2850074372541,2.1253321707997865,1.7475753213910767,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,103,True
cf0raw_b20300315_c104,236.02847817556193,345.81009125475657,25.924780245953297,88.5078767034078,1.7724987622237642,1.5871432500530107,2.223943954714927,1.5686468936416755,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,104,True
cf0raw_b20300315_c105,172.57128322602,262.95787537501695,120.48379482913421,307.69948851388483,1.9654680653227716,2.276685343607973,1.8318117292937182,1.960767527670942,False,False,True,False,0.35,0.0,0.0,0.08992295465866196,0.0,20300315,105,True
cf0raw_b20300315_c106,201.92774913273675,69.86315324948603,256.1541982785859,113.7976082984611,1.9781148401060307,2.2929916765394864,2.0748645178271143,2.560634584317869,False,False,False,True,0.35,0.0,0.0,0.0,-0.2971276136893759,20300315,106,True
cf0raw_b20300315_c107,162.23887819159205,232.59798024613482,56.70621004300434,349.6088540752758,1.9580002363679454,1.6876036513727573,1.897086240838483,1.6674840628119714,False,True,True,False,0.35,0.0,0.32464435022440785,0.16987154200183796,0.0,20300315,107,True
cf0raw_b20300315_c108,231.45685501258947,350.178427311316,133.12047561105405,60.65282365826889,1.664443303175576,1.7801102030196014,1.916566655679838,2.3850678546773683,False,True,False,False,0.35,0.0,0.6063637592703066,0.0,0.0,20300315,108,True
cf0raw_b20300315_c109,126.07856324071412,14.15282074318624,191.94532442978107,85.6933461514061,1.9353293595509649,1.7716420354509665,2.111099785537427,2.151315540446516,False,False,True,True,0.35,0.0,0.0,-0.6083972892268779,-0.6202334947778345,20300315,109,True
cf0raw_b20300315_c110,198.74181887367644,108.7336761453154,288.3872725267529,34.711727366818835,1.6848567177786327,1.8048088702902976,1.9918539182453137,1.8043499139053947,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,110,True
cf0raw_b20300315_c111,132.3405591477083,272.85387262851515,39.818939632638,85.28830327795565,1.7491247868754358,2.363244451488067,1.7818197120575072,1.991981158926293,False,False,False,True,0.35,0.0,0.0,0.0,0.4965418573282958,20300315,111,True
cf0raw_b20300315_c112,165.6578960942624,208.2363247782075,69.40177689233772,318.8453771666378,1.5496741821841225,2.0479317361026403,1.7637069416209856,2.336336386839167,False,False,False,True,0.35,0.0,0.0,0.0,-0.14475704388846422,20300315,112,True
cf0raw_b20300315_c113,210.50783655654823,45.23335253035695,250.73100438715196,163.71414723380258,1.6586187057232045,2.054709738595722,1.5326920027193005,2.2478914133363244,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,113,True
